cause,effect,n_obs,adf_p_cause,adf_p_effect,maxlag_searched,lag_aic,lag_bic,lag_used_bic,bic_lag_floored,F_bic,df_num_bic,df_denom_bic,p_bic,chi2_bic,chi2_p_bic,hac_F_bic,hac_p_bic,hac_maxlags,sig_raw_bic,sig_raw_hac_bic,lag_used_aic,aic_lag_floored,aic_at_boundary,F_aic,p_aic,sig_raw_aic,p_bic_fdr_bh,p_bic_bonf,sig_fdr_bh,sig_bonf,hac_p_bic_fdr_bh,sig_hac_fdr_bh,alignment_robust
002185.SZ,002156.SZ,1250,0.0,0.0,10,4,0,1,True,0.3252717802780053,1,1246,0.5685594148132409,0.32605493865748686,0.5679913693324317,0.20447518195396738,0.6512113102705452,6,False,False,4,False,False,1.5504325545571058,0.18531483319839528,False,0.7064939474010685,1.0,False,False,0.7950835764931076,False,"robust (intra-Asia, no cross-timezone shift)"
002185.SZ,005930.KS,1250,0.0,8.911787422369986e-10,10,10,2,2,False,3.875788979961097,2,1243,0.020989060181727078,7.782758884941995,0.020417162302668553,1.9693215333562388,0.13998667289475797,6,True,False,10,False,True,3.8302440831203093,4.0523524215080786e-05,True,0.07470682437563875,1.0,False,False,0.3674650163487397,False,"robust (intra-Asia, no cross-timezone shift)"
002185.SZ,2330.TW,1250,0.0,6.3567608108805994e-18,10,0,0,1,True,0.5631554929181425,1,1246,0.4531333172823161,0.5645114050198716,0.452448218470216,0.5861194680711218,0.44406862436498074,6,False,False,1,True,False,0.5631554929181425,0.4531333172823161,False,0.6139225588986218,1.0,False,False,0.6771569822283012,False,"robust (intra-Asia, no cross-timezone shift)"
002185.SZ,2449.TW,1250,0.0,0.0,10,0,0,1,True,0.5795739546547142,1,1246,0.4466234221235622,0.5809693975631927,0.4459325987154429,0.5062286221548341,0.4769092083188827,6,False,False,1,True,False,0.5795739546547142,0.4466234221235622,False,0.609031939259403,1.0,False,False,0.6906960948066577,False,"robust (intra-Asia, no cross-timezone shift)"
002185.SZ,3037.TW,1250,0.0,2.227320134455109e-30,10,0,0,1,True,0.21298302648802592,1,1246,0.6445198722114842,0.2134958267123149,0.644041100548574,0.1653864985155245,0.6843147920854338,6,False,False,1,True,False,0.21298302648802592,0.6445198722114842,False,0.7561406322034172,1.0,False,False,0.8165744128942507,False,"robust (intra-Asia, no cross-timezone shift)"
002185.SZ,3189.TW,1250,0.0,0.0,10,0,0,1,True,1.9534712949743442,1,1246,0.1624620606524403,1.958174676904459,0.16170866807718204,1.3970652729631075,0.23744107954136592,6,False,False,1,True,False,1.9534712949743442,0.1624620606524403,False,0.31015484306374963,1.0,False,False,0.46648676503094555,False,"robust (intra-Asia, no cross-timezone shift)"
002185.SZ,3264.TWO,1250,0.0,7.79526395883989e-27,10,7,0,1,True,3.237663411958298,1,1246,0.0722050744630581,3.2454587492262554,0.07162163796447442,1.7783689258291029,0.18259346846901697,6,False,False,7,False,False,0.971060310301661,0.4508037944883404,False,0.19151128216847002,1.0,False,False,0.40868965691628895,False,"robust (intra-Asia, no cross-timezone shift)"
002185.SZ,3711.TW,1250,0.0,0.0,10,0,0,1,True,1.0664899493215922,1,1246,0.3019400319472635,1.0690577421369734,0.30115837654010463,1.0385964216822103,0.3083459655219945,6,False,False,1,True,False,1.0664899493215922,0.3019400319472635,False,0.47318960230541296,1.0,False,False,0.5287406158831869,False,"robust (intra-Asia, no cross-timezone shift)"
002185.SZ,4062.T,1250,0.0,0.0,10,2,0,1,True,1.2873805605367301,1,1246,0.2567494693885151,1.2904801927049567,0.2559594761239644,0.8838987974013882,0.3473182714302657,6,False,False,2,False,False,0.8915154093930259,0.4102959297834702,False,0.42791578231419186,1.0,False,False,0.5788637857171096,False,"robust (intra-Asia, no cross-timezone shift)"
002185.SZ,600584.SS,1250,0.0,0.0,10,6,0,1,True,0.9402133625834846,1,1246,0.3324111568249517,0.942477118673172,0.3316416032992916,0.7268758138022728,0.39406158346334463,6,False,False,6,False,False,0.44650972188769067,0.8477460611446155,False,0.5095353498776631,1.0,False,False,0.6204151637616723,False,"robust (intra-Asia, no cross-timezone shift)"
002185.SZ,6239.TW,1250,0.0,0.0,10,0,0,1,True,3.1206182142258574,1,1246,0.07755225720390087,3.128131741226401,0.0769518801393921,1.700843539899923,0.1924185596948355,6,False,False,1,True,False,3.1206182142258574,0.07755225720390087,False,0.19159969426846096,1.0,False,False,0.42037152503142144,False,"robust (intra-Asia, no cross-timezone shift)"
002185.SZ,8046.TW,1250,0.0,0.0,10,0,0,1,True,0.20351300916716086,1,1246,0.65197856375354,0.20400300838666444,0.6515089511993413,0.1284625998806477,0.7200921385396789,6,False,False,1,True,False,0.20351300916716086,0.65197856375354,False,0.7577067126187106,1.0,False,False,0.8218442885507204,False,"robust (intra-Asia, no cross-timezone shift)"
002185.SZ,AMKR,1250,0.0,7.046795987286572e-14,10,2,0,1,True,10.667390163602542,1,1246,0.0011200863561515416,10.693074088555036,0.0010753736442140845,10.198321984903673,0.0014408690327778735,6,True,True,2,False,False,8.778691206800168,0.00016373367431030489,True,0.006918180435053639,0.23521813479182374,True,False,0.012103299875334138,True,"alignment-sensitive, not interpreted as lead-lag"
002185.SZ,INTC,1250,0.0,0.0,10,1,0,1,True,14.31043010334061,1,1246,0.00016235884923405895,14.344885392513982,0.00015219257869803014,13.62204139456281,0.00023319831761242657,6,True,True,1,False,False,14.31043010334061,0.00016235884923405895,True,0.0013638143335660952,0.03409535833915238,True,True,0.0040211978298716165,True,"alignment-sensitive, not interpreted as lead-lag"
005930.KS,002156.SZ,1250,8.911787422369986e-10,0.0,10,7,2,2,False,3.7138098930662933,2,1243,0.024655436520915192,7.457497580927971,0.024022874690235212,1.9698384949711065,0.13991455235704292,6,True,False,7,False,False,3.505927990103911,0.0009891176740449003,True,0.08487937162938017,1.0,False,False,0.3674650163487397,False,"robust (intra-Asia, no cross-timezone shift)"
