cause,effect,n_obs,adf_p_cause,adf_p_effect,maxlag_searched,lag_aic,lag_bic,lag_used_bic,bic_lag_floored,F_bic,df_num_bic,df_denom_bic,p_bic,chi2_bic,chi2_p_bic,hac_F_bic,hac_p_bic,hac_maxlags,sig_raw_bic,sig_raw_hac_bic,lag_used_aic,aic_lag_floored,aic_at_boundary,F_aic,p_aic,sig_raw_aic,p_bic_fdr_bh,p_bic_bonf,sig_fdr_bh,sig_bonf,hac_p_bic_fdr_bh,sig_hac_fdr_bh,alignment_robust
2449.TW,3711.TW,1250,0.0,0.0,10,2,0,1,True,4.596590142828969,1,1246,0.032228662732830135,4.607657374312506,0.031829486616571326,2.4119609372116453,0.12066539521199159,6,True,False,2,False,False,5.737588914026625,0.0033084795698070098,True,0.09952969373374011,1.0,False,False,0.3248683717245927,False,"robust (intra-Asia, no cross-timezone shift)"
2449.TW,4062.T,1250,0.0,0.0,10,2,0,1,True,3.253838518936243,1,1246,0.07149784499429998,3.2616728010845644,0.07091674811913969,3.182114240212918,0.07469164788186189,6,False,False,2,False,False,7.041629607986405,0.0009100260299749814,True,0.19151128216847002,1.0,False,False,0.24520301849836562,False,"robust (intra-Asia, no cross-timezone shift)"
2449.TW,600584.SS,1250,0.0,0.0,10,0,0,1,True,0.04898118434914587,1,1246,0.8248819300338301,0.04909911657470561,0.8246383582567683,0.04226992369898716,0.8371396903720139,6,False,False,1,True,False,0.04898118434914587,0.8248819300338301,False,0.8819063609742404,1.0,False,False,0.9094243011462549,False,"robust (intra-Asia, no cross-timezone shift)"
2449.TW,6239.TW,1250,0.0,0.0,10,2,0,1,True,4.87718288462093,1,1246,0.027395521756277783,4.888925700555009,0.027029500210232,2.8633936866677554,0.09086615580089308,6,True,False,2,False,False,8.412347556503653,0.0002350004226753187,True,0.09131840585425928,1.0,False,False,0.27259846740267923,False,"robust (intra-Asia, no cross-timezone shift)"
2449.TW,8046.TW,1250,0.0,0.0,10,0,0,1,True,0.22974649372583872,1,1246,0.6317959757437921,0.2302996554282284,0.6313017274901291,0.14253677388758992,0.7058363247146067,6,False,False,1,True,False,0.22974649372583872,0.6317959757437921,False,0.7482083944303871,1.0,False,False,0.8165744128942507,False,"robust (intra-Asia, no cross-timezone shift)"
2449.TW,AMKR,1250,0.0,7.046795987286572e-14,10,6,0,1,True,21.316351474010474,1,1246,4.296948626994699e-06,21.367674952679838,3.7910945093951103e-06,11.315020220987885,0.0007921922846054947,6,True,True,6,False,False,6.087659594444864,2.692182963356414e-06,True,6.445422940492049e-05,0.0009023592116688868,True,True,0.009495600513756548,True,"alignment-sensitive, not interpreted as lead-lag"
2449.TW,INTC,1250,0.0,0.0,10,2,0,1,True,8.883561194230612,1,1246,0.0029333096008048727,8.904950185870014,0.0028439863619518896,4.769996084478782,0.029145823999029454,6,True,True,2,False,False,4.963470406868875,0.0071277798009763685,True,0.015024268687049348,0.6159950161690233,True,False,0.1303082942323587,False,"alignment-sensitive, not interpreted as lead-lag"
3037.TW,002156.SZ,1250,2.227320134455109e-30,0.0,10,0,0,1,True,0.020499112235249067,1,1246,0.8861750360823895,0.020548468043199104,0.8860158474681352,0.017398511722180123,0.895081980412564,6,False,False,1,True,False,0.020499112235249067,0.8861750360823895,False,0.9258545153099591,1.0,False,False,0.9305551467020892,False,"robust (intra-Asia, no cross-timezone shift)"
3037.TW,002185.SZ,1250,2.227320134455109e-30,0.0,10,0,0,1,True,2.7971807973210465,1,1246,0.09468126214966786,2.803915582547341,0.0940344071450744,1.9282797017421531,0.16519494971263024,6,False,False,1,True,False,2.7971807973210465,0.09468126214966786,False,0.2209229450158917,1.0,False,False,0.3897858364005882,False,"robust (intra-Asia, no cross-timezone shift)"
3037.TW,005930.KS,1250,2.227320134455109e-30,8.911787422369986e-10,10,7,2,2,False,0.9228200739310828,2,1243,0.39766885715658584,1.8530642836138234,0.3959243418929967,0.9968678124659467,0.36932835010579756,6,False,False,7,False,False,1.0893392386511145,0.36754972350037696,False,0.5642598648843448,1.0,False,False,0.6012321978466472,False,"robust (intra-Asia, no cross-timezone shift)"
3037.TW,2330.TW,1250,2.227320134455109e-30,6.3567608108805994e-18,10,2,0,1,True,0.0006635762956184047,1,1246,0.9794529116688352,0.0006651739913542435,0.9794240665495026,0.000596711709197535,0.9805153782465056,6,False,False,2,False,False,0.5756497045436464,0.5624892376969554,False,0.9823795827195526,1.0,False,False,0.985206839386441,False,"robust (intra-Asia, no cross-timezone shift)"
3037.TW,2449.TW,1250,2.227320134455109e-30,0.0,10,0,0,1,True,0.03148835284850899,1,1246,0.8591841088759898,0.031564167502237346,0.858987587303394,0.028584578763260562,0.865769224136131,6,False,False,1,True,False,0.03148835284850899,0.8591841088759898,False,0.9021433143197893,1.0,False,False,0.9174721948835812,False,"robust (intra-Asia, no cross-timezone shift)"
3037.TW,3189.TW,1250,2.227320134455109e-30,0.0,10,1,0,1,True,7.918999750322403,1,1246,0.004968754955404017,7.938066362883371,0.0048405531222092315,6.864577281550706,0.008898968346060016,6,True,True,1,False,False,7.918999750322403,0.004968754955404017,True,0.022683446535540077,1.0,True,False,0.0533938100763601,False,"robust (intra-Asia, no cross-timezone shift)"
3037.TW,3264.TWO,1250,2.227320134455109e-30,7.79526395883989e-27,10,7,0,1,True,4.177644610599664,1,1246,0.04117048308739068,4.187703144975105,0.04071822862432363,2.6679450628538905,0.10264078469670927,6,True,False,7,False,False,4.01635620106642,0.00023370310896276484,True,0.11683515470746003,1.0,False,False,0.29526801077135545,False,"robust (intra-Asia, no cross-timezone shift)"
3037.TW,3711.TW,1250,2.227320134455109e-30,0.0,10,0,0,1,True,3.727199510244005,1,1246,0.053759760351732654,3.736173505854544,0.05324625193505058,3.009980908024548,0.0830005396267911,6,False,False,1,True,False,3.727199510244005,0.053759760351732654,False,0.14661752823199817,1.0,False,False,0.26480021261470793,False,"robust (intra-Asia, no cross-timezone shift)"
3037.TW,4062.T,1250,2.227320134455109e-30,0.0,10,1,1,1,False,0.43034319520829784,1,1246,0.5119417108853909,0.4313793345226035,0.5113129048688587,0.3107721759903808,0.5773068647810164,6,False,False,1,False,False,0.43034319520829784,0.5119417108853909,False,0.6589092706614182,1.0,False,False,0.7468808325755232,False,"robust (intra-Asia, no cross-timezone shift)"
3037.TW,600584.SS,1250,2.227320134455109e-30,0.0,10,0,0,1,True,0.20214772138665102,1,1246,0.6530710237332696,0.2026344333964102,0.6526027579217776,0.13340685589715287,0.7149875096826128,6,False,False,1,True,False,0.20214772138665102,0.6530710237332696,False,0.7577067126187106,1.0,False,False,0.8204774701275884,False,"robust (intra-Asia, no cross-timezone shift)"
3037.TW,6239.TW,1250,2.227320134455109e-30,0.0,10,1,0,1,True,5.132304599308597,1,1246,0.023655578760993314,5.144661672982695,0.023317953744089643,3.182233613958805,0.07468620665900175,6,True,False,1,False,False,5.132304599308597,0.023655578760993314,True,0.0827945256634766,1.0,False,False,0.24520301849836562,False,"robust (intra-Asia, no cross-timezone shift)"
3037.TW,8046.TW,1250,2.227320134455109e-30,0.0,10,1,0,1,True,12.255189174712942,1,1246,0.00048035465620592803,12.284696050735526,0.00045668777109981687,8.533573186762123,0.0035493699529273344,6,True,True,1,False,False,12.255189174712942,0.00048035465620592803,True,0.0032540154130078994,0.10087447780324489,True,False,0.025702334141887592,True,"robust (intra-Asia, no cross-timezone shift)"
3037.TW,AMKR,1250,2.227320134455109e-30,7.046795987286572e-14,10,1,1,1,False,35.191611917972274,1,1246,3.866294271172779e-09,35.27634292580046,2.860861200282437e-09,15.546555145252324,8.497851813013175e-05,6,True,True,1,False,False,35.191611917972274,3.866294271172779e-09,True,2.706405989820945e-07,8.119217969462836e-07,True,True,0.0027359751921620028,True,"alignment-sensitive, not interpreted as lead-lag"
3037.TW,INTC,1250,2.227320134455109e-30,0.0,10,1,0,1,True,14.947913492853509,1,1246,0.00011622271357163273,14.983903653751229,0.00010843215344604753,9.194050274247804,0.002478195401486535,6,True,True,1,False,False,14.947913492853509,0.00011622271357163273,True,0.0011093986295474033,0.024406769850042875,True,True,0.01927485312267305,True,"alignment-sensitive, not interpreted as lead-lag"
3189.TW,002156.SZ,1250,0.0,0.0,10,0,0,1,True,0.4663358592965394,1,1246,0.4948046370686986,0.4674586583157125,0.4941586335884901,0.33804160558801377,0.56106699212116,6,False,False,1,True,False,0.4663358592965394,0.4948046370686986,False,0.649431086152667,1.0,False,False,0.7364004271590224,False,"robust (intra-Asia, no cross-timezone shift)"
3189.TW,002185.SZ,1250,0.0,0.0,10,0,0,1,True,2.3880580856995164,1,1246,0.12251935457509879,2.3938078242686163,0.12181658527178285,1.3838527063566703,0.2396706746397066,6,False,False,1,True,False,2.3880580856995164,0.12251935457509879,False,0.2651502531846336,1.0,False,False,0.46648676503094555,False,"robust (intra-Asia, no cross-timezone shift)"
3189.TW,005930.KS,1250,0.0,8.911787422369986e-10,10,3,2,2,False,1.074769673052276,2,1243,0.34169340006781945,2.1581859243270163,0.33990369137366266,0.64254934353555,0.5261244924978805,6,False,False,3,False,False,1.3071948929753705,0.27057008364633117,False,0.5162274389513819,1.0,False,False,0.7174424897698372,False,"robust (intra-Asia, no cross-timezone shift)"
3189.TW,2330.TW,1250,0.0,6.3567608108805994e-18,10,2,0,1,True,1.2698170045631636,1,1246,0.2600179793962241,1.272874348875916,0.25922814582911846,1.2093988310437227,0.27166364237466556,6,False,False,2,False,False,1.4163291133215898,0.2429941930116087,False,0.4299509895528116,1.0,False,False,0.49474958973505784,False,"robust (intra-Asia, no cross-timezone shift)"
3189.TW,2449.TW,1250,0.0,0.0,10,0,0,1,True,1.2198685380017664,1,1246,0.26959969006659174,1.222805621159074,0.26881074969684843,1.032835421248706,0.3096909321601523,6,False,False,1,True,False,1.2198685380017664,0.26959969006659174,False,0.4388832163874749,1.0,False,False,0.5287406158831869,False,"robust (intra-Asia, no cross-timezone shift)"
3189.TW,3037.TW,1250,0.0,2.227320134455109e-30,10,1,0,1,True,1.9563232648721594,1,1246,0.1621559364385688,1.9610335135034727,0.161402829185686,1.9369436134117672,0.16424916367756237,6,False,False,1,False,False,1.9563232648721594,0.1621559364385688,False,0.31015484306374963,1.0,False,False,0.3897858364005882,False,"robust (intra-Asia, no cross-timezone shift)"
3189.TW,3264.TWO,1250,0.0,7.79526395883989e-27,10,7,0,1,True,0.05763067196982739,1,1246,0.8103202140333184,0.05776942960699391,0.8100568285706469,0.038504569825940284,0.8444654224929511,6,False,False,7,False,False,3.7236282523794015,0.0005368118854065262,True,0.8764746006791669,1.0,False,False,0.9094243011462549,False,"robust (intra-Asia, no cross-timezone shift)"
3189.TW,3711.TW,1250,0.0,0.0,10,1,0,1,True,0.22652539517222398,1,1246,0.6341956867076615,0.22707080142063224,0.6337043426723701,0.15482126370119095,0.6940372330291853,6,False,False,1,False,False,0.22652539517222398,0.6341956867076615,False,0.7482083944303871,1.0,False,False,0.8165744128942507,False,"robust (intra-Asia, no cross-timezone shift)"
3189.TW,4062.T,1250,0.0,0.0,10,2,0,1,True,2.335377719966866,1,1246,0.12671811706832056,2.3410006197741695,0.12600859001496895,1.6874967535605245,0.1941716091811804,6,False,False,2,False,False,1.168833653304066,0.3110704277120116,False,0.2687960059024982,1.0,False,False,0.42037152503142144,False,"robust (intra-Asia, no cross-timezone shift)"
3189.TW,600584.SS,1250,0.0,0.0,10,1,0,1,True,1.3631190486819729,1,1246,0.24322102312041943,1.3664010367606614,0.2424311990935079,0.7072830697144686,0.4005086077971367,6,False,False,1,False,False,1.3631190486819729,0.24322102312041943,False,0.4232333306567847,1.0,False,False,0.623013389906657,False,"robust (intra-Asia, no cross-timezone shift)"
3189.TW,6239.TW,1250,0.0,0.0,10,0,0,1,True,0.010841101765315515,1,1246,0.9170903905580465,0.010867203936500062,0.9169742236379466,0.006628810044943374,0.9351230044465445,6,False,False,1,True,False,0.010841101765315515,0.9170903905580465,False,0.9440636373391655,1.0,False,False,0.9622526506735943,False,"robust (intra-Asia, no cross-timezone shift)"
3189.TW,8046.TW,1250,0.0,0.0,10,1,0,1,True,0.6613493229554587,1,1246,0.41623935061820394,0.6629416567988505,0.4155233447653788,0.5521331796719336,0.4575874571720344,6,False,False,1,False,False,0.6613493229554587,0.41623935061820394,False,0.5827350908654855,1.0,False,False,0.6860768949414843,False,"robust (intra-Asia, no cross-timezone shift)"
3189.TW,AMKR,1250,0.0,7.046795987286572e-14,10,1,1,1,False,27.287740757265944,1,1246,2.0531453571414106e-07,27.353441577708796,1.6946257165818824e-07,11.163104802087329,0.0008591257607684495,6,True,True,1,False,False,27.287740757265944,2.0531453571414106e-07,True,7.186008749994937e-06,4.311605249996962e-05,True,True,0.009495600513756548,True,"alignment-sensitive, not interpreted as lead-lag"
3189.TW,INTC,1250,0.0,0.0,10,1,0,1,True,6.547256318512098,1,1246,0.010621938971605856,6.563020178026975,0.010411950736779132,4.262940766127227,0.039158963174191964,6,True,True,1,False,False,6.547256318512098,0.010621938971605856,True,0.04647098300077562,1.0,True,False,0.1611535361033926,False,"alignment-sensitive, not interpreted as lead-lag"
3264.TWO,002156.SZ,1250,7.79526395883989e-27,0.0,10,7,0,1,True,0.0004879746107943639,1,1246,0.9823795827195526,0.0004891495095362444,0.9823548453924769,0.00031401602928449423,0.985864665648669,6,False,False,7,False,False,1.6349382940101096,0.1215240701826093,False,0.9823795827195526,1.0,False,False,0.985864665648669,False,"robust (intra-Asia, no cross-timezone shift)"
3264.TWO,002185.SZ,1250,7.79526395883989e-27,0.0,10,7,0,1,True,0.047609479397056946,1,1246,0.827312157675835,0.0477241089622184,0.8270719025530963,0.027039393773993867,0.8694141275325364,6,False,False,7,False,False,1.9767094201888566,0.05509143226864436,False,0.8819063609742404,1.0,False,False,0.9174721948835812,False,"robust (intra-Asia, no cross-timezone shift)"
3264.TWO,005930.KS,1250,7.79526395883989e-27,8.911787422369986e-10,10,7,2,2,False,0.965656488464233,2,1243,0.3810186063123431,1.939081733875081,0.37925712762167824,0.614900907108491,0.5408588598718511,6,False,False,7,False,False,0.7113223055116891,0.6624900414720065,False,0.5518200505213244,1.0,False,False,0.7234417870897372,False,"robust (intra-Asia, no cross-timezone shift)"
3264.TWO,2330.TW,1250,7.79526395883989e-27,6.3567608108805994e-18,10,7,1,1,False,0.09460240384366816,1,1246,0.7584571189582308,0.09483017849176689,0.7581241149184442,0.06570476096649783,0.7977388119804496,6,False,False,7,False,False,1.5361200607303915,0.15094074083979717,False,0.8382947104275182,1.0,False,False,0.8863764577560551,False,"robust (intra-Asia, no cross-timezone shift)"
3264.TWO,2449.TW,1250,7.79526395883989e-27,0.0,10,7,0,1,True,0.8131920716169402,1,1246,0.3673524701698939,0.8151499979530966,0.3666020194110181,0.5101839076976443,0.4751930383598838,6,False,False,7,False,False,2.323934854761082,0.023405438907876407,True,0.5394686624872568,1.0,False,False,0.6906960948066577,False,"robust (intra-Asia, no cross-timezone shift)"
3264.TWO,3037.TW,1250,7.79526395883989e-27,2.227320134455109e-30,10,7,0,1,True,0.1954594416421923,1,1246,0.6584878138568117,0.19593005024967752,0.6580262449926337,0.14065169328605068,0.7076978245083506,6,False,False,7,False,False,1.0409517773749672,0.40032984444295033,False,0.7597936313732442,1.0,False,False,0.8165744128942507,False,"robust (intra-Asia, no cross-timezone shift)"
3264.TWO,3189.TW,1250,7.79526395883989e-27,0.0,10,7,0,1,True,0.037239703966270625,1,1246,0.8470092796334527,0.03732936617485715,0.8467960029352789,0.02076311220350318,0.8854494579461798,6,False,False,7,False,False,0.9905079536626317,0.4364026823600141,False,0.8938288880554024,1.0,False,False,0.9297219308434889,False,"robust (intra-Asia, no cross-timezone shift)"
3264.TWO,3711.TW,1250,7.79526395883989e-27,0.0,10,7,1,1,False,2.452326958082213,1,1246,0.11760470502785744,2.4582314371145135,0.11691035030145087,1.4321635974455,0.2316393122106177,6,False,False,7,False,False,1.6865138972670002,0.10827198474682814,False,0.25726029224843816,1.0,False,False,0.46648676503094555,False,"robust (intra-Asia, no cross-timezone shift)"
3264.TWO,4062.T,1250,7.79526395883989e-27,0.0,10,7,0,1,True,0.25010112596519524,1,1246,0.61709218901031,0.25070329561037624,0.616580300224004,0.14992150373093993,0.69867650723961,6,False,False,7,False,False,3.3258339696810593,0.0016311770261604561,True,0.740510626812372,1.0,False,False,0.8165744128942507,False,"robust (intra-Asia, no cross-timezone shift)"
3264.TWO,600584.SS,1250,7.79526395883989e-27,0.0,10,5,0,1,True,1.3567856731964167,1,1246,0.24431828760198776,1.3600524123774678,0.24352839827528266,0.9183238720110717,0.3381013566760521,6,False,False,5,False,False,1.2072493404172118,0.3034223555994549,False,0.4232333306567847,1.0,False,False,0.5725910072739592,False,"robust (intra-Asia, no cross-timezone shift)"
3264.TWO,6239.TW,1250,7.79526395883989e-27,0.0,10,7,0,1,True,2.7548725597808343,1,1246,0.09721017484634423,2.761505479266663,0.09655733367299621,1.529704287246355,0.216389893082299,6,False,False,7,False,False,1.6102241626415321,0.12836654098257178,False,0.22189279041013357,1.0,False,False,0.44118327715808536,False,"robust (intra-Asia, no cross-timezone shift)"
3264.TWO,8046.TW,1250,7.79526395883989e-27,0.0,10,5,0,1,True,0.9938365646741635,1,1246,0.3190000479073466,0.996229429597135,0.3182245988383553,0.5345739892636463,0.46482765064698206,6,False,False,5,False,False,1.639761426505357,0.14650651084524904,False,0.492573603386344,1.0,False,False,0.6860768949414843,False,"robust (intra-Asia, no cross-timezone shift)"
3264.TWO,AMKR,1250,7.79526395883989e-27,7.046795987286572e-14,10,5,1,1,False,18.792528698298646,1,1246,1.5748060298850222e-05,18.8377755571228,1.4232029452461608e-05,7.1349827757939766,0.007657908274937994,6,True,True,5,False,False,4.9746888845815285,0.0001623431974990485,True,0.0001740575085662393,0.0033070926627585466,True,True,0.047298845227558194,True,"alignment-sensitive, not interpreted as lead-lag"
3264.TWO,INTC,1250,7.79526395883989e-27,0.0,10,5,0,1,True,2.761608012286909,1,1246,0.09680268985313843,2.76825714875309,0.09615079947870511,1.6690845430513506,0.19662076835979236,6,False,False,5,False,False,0.984649435878629,0.42579331700419987,False,0.22189279041013357,1.0,False,False,0.4213302179138408,False,"alignment-sensitive, not interpreted as lead-lag"
3711.TW,002156.SZ,1250,0.0,0.0,10,0,0,1,True,0.4488304022695971,1,1246,0.5030150366210866,0.44991105331840026,0.5023771967445179,0.2992480647925537,0.5844521573244135,6,False,False,1,True,False,0.4488304022695971,0.5030150366210866,False,0.6561065695057651,1.0,False,False,0.7468808325755232,False,"robust (intra-Asia, no cross-timezone shift)"
3711.TW,002185.SZ,1250,0.0,0.0,10,0,0,1,True,0.8684304260771217,1,1246,0.35157072853557403,0.8705213500564407,0.35081101735004727,0.48792381720044625,0.4849852537316881,6,False,False,1,True,False,0.8684304260771217,0.35157072853557403,False,0.527356092803361,1.0,False,False,0.6960498229789568,False,"robust (intra-Asia, no cross-timezone shift)"
3711.TW,005930.KS,1250,0.0,8.911787422369986e-10,10,7,2,2,False,2.570748951467094,2,1243,0.07688482213074098,5.162179712680504,0.0756914662294734,1.8529839381443942,0.15720146056837256,6,False,False,7,False,False,1.9180221084368292,0.06336414842701989,False,0.19159969426846096,1.0,False,False,0.3897858364005882,False,"robust (intra-Asia, no cross-timezone shift)"
3711.TW,2330.TW,1250,0.0,6.3567608108805994e-18,10,1,1,1,False,0.05545424430668112,1,1246,0.8138692720592264,0.05558776174883204,0.8136107060415272,0.038889696650775976,0.8436995101096891,6,False,False,1,False,False,0.05545424430668112,0.8138692720592264,False,0.8764746006791669,1.0,False,False,0.9094243011462549,False,"robust (intra-Asia, no cross-timezone shift)"
3711.TW,2449.TW,1250,0.0,0.0,10,2,0,1,True,1.3337913760841003,1,1246,0.24835328106471652,1.3370027517889578,0.2475632313585196,0.7829507059311005,0.3764109411899451,6,False,False,2,False,False,6.683794404467639,0.001296469774654072,True,0.4232333306567847,1.0,False,False,0.606163149378167,False,"robust (intra-Asia, no cross-timezone shift)"
3711.TW,3037.TW,1250,0.0,2.227320134455109e-30,10,0,0,1,True,0.816570969140427,1,1246,0.3663593135959169,0.8185370308638791,0.3656082510938299,0.7355789087186079,0.3912457380634723,6,False,False,1,True,False,0.816570969140427,0.3663593135959169,False,0.5394686624872568,1.0,False,False,0.6204151637616723,False,"robust (intra-Asia, no cross-timezone shift)"
3711.TW,3189.TW,1250,0.0,0.0,10,1,0,1,True,6.04034804894495,1,1246,0.014117924240721528,6.054891423059584,0.013867828142502961,4.239626261620186,0.039698312673815954,6,True,True,1,False,False,6.04034804894495,0.014117924240721528,True,0.054954623914578844,1.0,False,False,0.1611535361033926,False,"robust (intra-Asia, no cross-timezone shift)"
3711.TW,3264.TWO,1250,0.0,7.79526395883989e-27,10,7,1,1,False,22.39571431448874,1,1246,2.4722305073484626e-06,22.449636580093447,2.157263042788675e-06,13.628200142343738,0.0002324429019828908,6,True,True,7,False,False,5.923577538786146,8.600933386705861e-07,True,4.719712786756156e-05,0.0005191684065431771,True,True,0.0040211978298716165,True,"robust (intra-Asia, no cross-timezone shift)"
3711.TW,4062.T,1250,0.0,0.0,10,1,1,1,False,0.16736597266368533,1,1246,0.6825337485082598,0.16776894049513882,0.6821022803653474,0.1464250379643524,0.7020406646562478,6,False,False,1,False,False,0.16736597266368533,0.6825337485082598,False,0.7789787347105138,1.0,False,False,0.8165744128942507,False,"robust (intra-Asia, no cross-timezone shift)"
3711.TW,600584.SS,1250,0.0,0.0,10,0,0,1,True,0.468677569448767,1,1246,0.49372349591385956,0.46980600661437394,0.49307642810510155,0.38410044615662453,0.5355301898936429,6,False,False,1,True,False,0.468677569448767,0.49372349591385956,False,0.649431086152667,1.0,False,False,0.7234417870897372,False,"robust (intra-Asia, no cross-timezone shift)"
3711.TW,6239.TW,1250,0.0,0.0,10,1,1,1,False,24.045500742024153,1,1246,1.0650076027573773e-06,24.103395206090024,9.129918204472938e-07,12.540628489766128,0.0004128902067297863,6,True,True,1,False,False,24.045500742024153,1.0650076027573773e-06,True,2.2365159657904925e-05,0.00022365159657904924,True,True,0.006193353100946795,True,"robust (intra-Asia, no cross-timezone shift)"
3711.TW,8046.TW,1250,0.0,0.0,10,1,0,1,True,6.393859188982336,1,1246,0.011574214404606407,6.409253713514397,0.0113527120774269,3.524637725440391,0.06069649810497975,6,True,False,1,False,False,6.393859188982336,0.011574214404606407,True,0.049603776019741745,1.0,True,False,0.21243774336742913,False,"robust (intra-Asia, no cross-timezone shift)"
3711.TW,AMKR,1250,0.0,7.046795987286572e-14,10,5,1,1,False,29.98914354149435,1,1246,5.250367266621577e-08,30.06134854199554,4.185916706536876e-08,10.646378591082275,0.001132772991888147,6,True,True,5,False,False,8.270037395684787,1.0678881634844073e-07,True,2.756442814976328e-06,1.1025771259905312e-05,True,True,0.011327729918881469,True,"alignment-sensitive, not interpreted as lead-lag"
3711.TW,INTC,1250,0.0,0.0,10,1,0,1,True,9.9313758883156,1,1246,0.0016635652926014254,9.955287708271417,0.0016038805948658953,5.45837845143878,0.019632582970646028,6,True,True,1,False,False,9.9313758883156,0.0016635652926014254,True,0.009441857066116197,0.3493487114462993,True,False,0.10147449510933278,False,"alignment-sensitive, not interpreted as lead-lag"
4062.T,002156.SZ,1250,0.0,0.0,10,2,0,1,True,0.41073868101762373,1,1246,0.5217126704311927,0.41172761845185557,0.5210939344292276,0.3429944702701239,0.5582118930805148,6,False,False,2,False,False,6.285356776445186,0.0019231575309882642,True,0.6639979441851545,1.0,False,False,0.7364004271590224,False,"robust (intra-Asia, no cross-timezone shift)"
4062.T,002185.SZ,1250,0.0,0.0,10,2,0,1,True,4.258889245878793,1,1246,0.03925213418481566,4.26914339334078,0.03881049070188416,3.915098919886688,0.04807411689020158,6,True,True,2,False,False,11.0245969774201,1.7949340547602095e-05,True,0.114485391372379,1.0,False,False,0.1869548990174506,False,"robust (intra-Asia, no cross-timezone shift)"
4062.T,005930.KS,1250,0.0,8.911787422369986e-10,10,7,2,2,False,6.304604197225968,2,1243,0.00188685978567569,12.659929264904278,0.001782096796380664,2.874497037217523,0.0568198211107563,6,True,False,7,False,False,3.9127821281959223,0.0003140277118827124,True,0.010427383026102497,0.39624055499189487,True,False,0.20572693850446244,False,"robust (intra-Asia, no cross-timezone shift)"
4062.T,2330.TW,1250,0.0,6.3567608108805994e-18,10,0,0,1,True,2.0543402852549257,1,1246,0.152023845210842,2.0592865299224736,0.15128098846474702,2.0731872947679557,0.15015913898698147,6,False,False,1,True,False,2.0543402852549257,0.152023845210842,False,0.3011793159837436,1.0,False,False,0.38455389252763544,False,"robust (intra-Asia, no cross-timezone shift)"
4062.T,2449.TW,1250,0.0,0.0,10,2,0,1,True,5.574532517537942,1,1246,0.018376791277310088,5.587954345429285,0.01808440407930741,3.181305141583887,0.07472853897093049,6,True,False,2,False,False,4.7466554688156695,0.00883864992176827,True,0.06770396786377401,1.0,False,False,0.24520301849836562,False,"robust (intra-Asia, no cross-timezone shift)"
4062.T,3037.TW,1250,0.0,2.227320134455109e-30,10,1,1,1,False,12.983444933604092,1,1246,0.00032664115619900834,13.014705234407312,0.0003090544119227834,8.328003675459849,0.003971133366344513,6,True,True,1,False,False,12.983444933604092,0.00032664115619900834,True,0.002365332510406612,0.06859464280179176,True,False,0.02690122603007573,True,"robust (intra-Asia, no cross-timezone shift)"
4062.T,3189.TW,1250,0.0,0.0,10,2,0,1,True,8.705157769036196,1,1246,0.00323240804495515,8.726117217918306,0.0031368379614079627,4.718752585500872,0.030023418725923977,6,True,True,2,False,False,8.509322554334197,0.0002135593457176677,True,0.01616204022477575,0.6788056894405815,True,False,0.1313524569259174,False,"robust (intra-Asia, no cross-timezone shift)"
4062.T,3264.TWO,1250,0.0,7.79526395883989e-27,10,7,0,1,True,8.920596101650878,1,1246,0.0028748358154816085,8.942074262409268,0.0027867608585488424,4.44147078376761,0.03527538463169186,6,True,True,7,False,False,5.62902739616337,2.0757350559216287e-06,True,0.015024268687049348,0.6037155212511378,True,False,0.15118021985010796,False,"robust (intra-Asia, no cross-timezone shift)"
4062.T,3711.TW,1250,0.0,0.0,10,1,1,1,False,17.61343178797879,1,1246,2.89874190215252e-05,17.655839729683397,2.6470129829907447e-05,10.387334561567803,0.0013016890237354645,6,True,True,1,False,False,17.61343178797879,2.89874190215252e-05,True,0.0003043678997260146,0.0060873579945202915,True,True,0.01188498673845424,True,"robust (intra-Asia, no cross-timezone shift)"
4062.T,600584.SS,1250,0.0,0.0,10,2,0,1,True,1.1733712378972023,1,1246,0.2789191926645692,1.1761963692886082,0.27813170167085766,0.9052823588329565,0.3415537768360488,6,False,False,2,False,False,7.719845677563054,0.00046554875179683077,True,0.4505617727658426,1.0,False,False,0.573810345084562,False,"robust (intra-Asia, no cross-timezone shift)"
4062.T,6239.TW,1250,0.0,0.0,10,1,1,1,False,16.344444060184664,1,1246,5.604939084388796e-05,16.38379665423005,5.1725526907805057e-05,10.208977831229813,0.0014326354024056989,6,True,True,1,False,False,16.344444060184664,5.604939084388796e-05,True,0.0005604939084388796,0.011770372077216472,True,True,0.012103299875334138,True,"robust (intra-Asia, no cross-timezone shift)"
4062.T,8046.TW,1250,0.0,0.0,10,1,0,1,True,12.915272865279913,1,1246,0.0003386272636184981,12.946369027876894,0.00032054259990144584,6.637303984052946,0.010100792461021366,6,True,True,1,False,False,12.915272865279913,0.0003386272636184981,True,0.002370390845329487,0.07111172535988461,True,False,0.05732882207606721,False,"robust (intra-Asia, no cross-timezone shift)"
