,2330.TW,3711.TW,6239.TW,2449.TW,3264.TWO,3037.TW,8046.TW,3189.TW,600584.SS,002156.SZ,002185.SZ,005930.KS,4062.T,AMKR,INTC,600584.SS__ret_pct,600584.SS__limit,002156.SZ__ret_pct,002156.SZ__limit,002185.SZ__ret_pct,002185.SZ__limit
2022-05-16,480.2081298828125,75.09046936035156,72.27326965332031,33.5339241027832,37.50260162353516,193.87545776367188,348.91876220703125,151.86245727539062,23.05006217956543,13.516791343688965,8.3126859664917,60851.55078125,2292.432861328125,18.187747955322266,41.06765365600586,-1.17,,-0.44,,-1.17,
2022-05-17,489.4429321289063,77.15209197998047,73.1998519897461,34.03965377807617,38.17228698730469,198.39468383789065,354.5745544433594,155.8942108154297,23.51927757263184,13.645807266235352,8.450247764587402,62044.72265625,2292.432861328125,17.915586471557617,40.57786178588867,2.04,,0.95,,1.65,
2022-05-18,496.830810546875,76.83491516113281,73.97200775146484,34.15636444091797,38.046722412109375,201.1062164306641,360.2303466796875,156.7901611328125,23.42152404785156,13.645807266235352,8.50920295715332,62503.6328125,2311.819091796875,18.86345291137696,41.821197509765625,-0.42,,0.0,,0.7,
2022-05-19,482.0550842285156,75.88340759277344,73.97200775146484,34.70100021362305,37.5444564819336,197.9427490234375,354.5745544433594,155.4462432861328,23.753883361816406,13.854214668273926,8.617288589477539,61952.9453125,2331.205810546875,18.084510803222656,39.890254974365234,1.42,,1.53,,1.27,
2022-05-20,489.4429321289063,77.31067657470703,74.12643432617188,34.389774322509766,38.08857727050781,196.13507080078125,349.3537902832031,151.4145050048828,24.19376945495605,14.013002395629885,8.754850387573242,62411.85546875,2343.32177734375,17.868661880493164,39.56999969482422,1.85,,1.15,,1.6,
2022-05-23,487.5960693359375,77.31067657470703,74.43529510498047,34.31196975708008,37.711875915527344,195.23123168945312,345.87335205078125,153.65435791015625,24.213321685791016,14.181714057922363,8.725372314453125,62320.0625,2319.0888671875,18.009435653686523,39.230918884277344,0.08,,1.2,,-0.34,
2022-05-24,480.2081298828125,76.59703826904297,74.2808609008789,34.46758270263672,37.16775894165039,184.38504028320312,330.64617919921875,143.79896545410156,23.186920166015625,13.536639213562012,8.30285930633545,61035.12109375,2260.929931640625,17.962509155273438,39.56058883666992,-4.24,,-4.55,,-4.84,
2022-05-25,483.902099609375,77.86572265625,74.12643432617188,34.46758270263672,37.2933235168457,192.51968383789065,331.5163269042969,147.3827362060547,23.30422019958496,13.635881423950195,8.3716402053833,60943.3359375,2256.08349609375,17.54958152770996,39.24974822998047,0.51,,0.73,,0.83,
2022-05-26,474.6672668457031,78.18289947509766,74.97579956054688,34.03965377807617,37.08404922485352,182.1254272460937,320.2047424316406,140.2152099609375,23.29444694519043,13.883987426757812,8.469900131225586,60484.43359375,2197.924560546875,17.896818161010742,39.74897003173828,-0.04,,1.82,,1.17,
2022-05-27,489.4429321289063,80.08592987060547,74.97579956054688,34.46758270263672,37.75373458862305,182.1254272460937,327.60076904296875,143.79896545410156,23.05984306335449,13.784746170043944,8.332337379455566,61035.12109375,2217.310791015625,18.581907272338867,40.95462417602539,-1.01,,-0.71,,-1.62,
2022-05-30,505.1421203613281,81.67179107666016,75.43909454345703,35.24563217163086,39.67909240722656,192.51968383789065,343.6980285644531,154.55029296875,23.265117645263672,13.675578117370604,8.30285930633545,62136.49609375,2314.24267578125,19.285768508911133,41.96247863769531,0.89,,-0.79,,-0.35,
2022-06-02,498.6776123046875,82.4647216796875,76.21123504638672,35.401241302490234,42.1904296875,183.93310546875,323.6852722167969,150.07057189941406,23.87118911743164,14.072548866271973,8.656591415405273,61218.6796875,2188.2314453125,19.04176902770996,41.54803466796875,1.79,,1.72,,2.2,
2022-06-07,494.0602416992188,81.27532196044922,76.05681610107422,35.67355728149414,41.85558319091797,180.7696533203125,319.7696838378906,149.1746368408203,24.29152107238769,14.300804138183594,8.843282699584961,60117.296875,2241.544189453125,19.305234909057617,40.82276153564453,-1.66,,-1.57,,-0.22,
2022-06-08,502.3716430664063,82.4647216796875,76.5973129272461,35.86806869506836,41.93928909301758,184.83697509765625,317.59442138671875,150.96652221679688,24.144895553588867,14.181714057922363,8.77450180053711,59933.734375,2287.58642578125,19.38990974426269,41.00171661376953,-0.6,,-0.83,,-0.78,
2022-06-09,499.6011657714844,83.25764465332031,76.5973129272461,35.86806869506836,42.27413177490234,186.6446533203125,323.6852722167969,150.07057189941406,23.53883171081543,13.804594039916992,8.597635269165039,59841.94921875,2205.194580078125,18.872465133666992,38.83530807495117,-2.51,,-2.66,,-2.02,
2022-06-10,489.4429321289063,83.25764465332031,76.52010345458984,35.86806869506836,42.77640151977539,186.6446533203125,317.59442138671875,150.51853942871094,23.80276107788086,14.19163990020752,8.705720901489258,58557.0,2149.458740234375,18.16686248779297,37.686161041259766,1.12,,2.8,,1.26,
2022-06-13,476.5141906738281,80.87885284423828,75.20744323730469,35.59574890136719,41.85558319091797,180.7696533203125,300.19195556640625,144.2469482421875,23.773435592651367,14.171789169311523,8.617288589477539,56996.70703125,2040.4107666015625,17.71528434753418,36.90437698364258,-0.12,,-0.14,,-1.02,
2022-06-14,473.7438354492188,80.87885284423828,76.13402557373047,36.140384674072266,42.35784530639648,182.1254272460937,298.4516906738281,146.03883361816406,23.577930450439453,14.112244606018066,8.607461929321289,56813.14453125,2011.3310546875,16.74625587463379,35.57627487182617,-0.82,,-0.42,,-0.11,
2022-06-15,470.0498962402344,79.29300689697266,76.28846740722656,35.55685043334961,41.64630508422852,165.4042205810547,286.705078125,132.5996856689453,24.69230842590332,14.35042667388916,8.77450180053711,55711.75390625,1989.521728515625,17.019086837768555,35.72697067260742,4.73,,1.69,,1.94,
2022-06-16,471.6747131347656,80.08592987060547,75.28466033935547,35.47904586791992,39.65047454833984,149.58688354492188,274.9584350585937,128.11996459960938,24.79983711242676,14.489365577697754,8.853108406066895,55895.3203125,1938.632568359375,17.254287719726562,36.4051513671875,0.44,,0.97,,0.9,
2022-06-17,465.17529296875,77.31067657470703,73.89478302001953,35.090023040771484,38.2312126159668,150.038818359375,274.9584350585937,132.5996856689453,24.721635818481445,14.49928855895996,8.892412185668945,54885.71875,1822.3148193359373,15.560850143432615,35.17124557495117,-0.32,,0.07,,0.44,
2022-06-20,462.3898315429688,76.27985382080078,72.89099884033203,33.96185302734375,35.7918701171875,142.35609436035156,260.1663818359375,128.11996459960938,24.79983711242676,14.638228416442873,8.980846405029297,53876.12109375,1802.928466796875,15.664336204528809,34.82272720336914,0.32,,0.96,,0.99,
2022-06-22,459.14013671875,76.43844604492188,73.4314956665039,33.378318786621094,34.5943717956543,142.80801391601562,255.81578063964844,129.91183471679688,23.94938850402832,14.013002395629885,8.725372314453125,52866.5078125,1824.7379150390625,16.078289031982422,35.53859329223633,-2.93,,-3.62,,-2.52,
2022-06-23,450.7835998535156,75.64551544189453,72.96820831298828,32.67807388305664,34.19520568847656,143.7118682861328,249.2898406982422,124.08820343017578,24.3892765045166,14.35042667388916,8.93171501159668,52682.94140625,1827.1611328125,15.645514488220217,35.20892333984375,1.84,,2.41,,2.36,
2022-06-24,451.7121887207031,72.94955444335938,72.42771911621094,32.32794570922852,34.239559173583984,145.06765747070312,247.54959106445312,127.6719741821289,24.67275619506836,14.519137382507324,9.177362442016602,53600.765625,1878.0504150390625,15.551437377929688,35.2371826171875,1.16,,1.18,,2.75,
2022-06-27,462.8540649414063,74.77330017089844,73.5859375,32.63916778564453,34.5943717956543,151.3945770263672,271.9129638671875,135.28749084472656,25.220170974731445,14.707697868347168,9.10858154296875,53967.89453125,1941.055908203125,16.266447067260742,36.367488861083984,2.22,,1.3,,-0.75,
2022-06-28,461.9255981445313,72.15663146972656,73.12265014648438,32.21124267578125,33.662986755371094,145.5195770263672,251.9001922607422,129.01589965820312,26.09994506835937,15.154288291931152,9.334575653076172,54518.5859375,1909.5531005859373,16.680397033691406,36.386322021484375,3.49,,3.04,,2.48,
2022-06-29,455.890380859375,67.94424438476562,72.73656463623047,31.74441146850586,32.997711181640625,146.87533569335938,246.49269104003903,128.11996459960938,26.344327926635746,14.975651741027832,9.19142246246338,53559.140625,1907.1297607421875,16.209997177124023,35.585689544677734,0.94,,-1.18,,-2.0,
2022-06-30,441.96295166015625,65.62503051757812,67.79480743408203,31.12196922302246,31.84456443786621,143.25994873046875,234.77639770507807,127.6719741821289,26.39320373535156,15.283303260803224,9.260530471801758,52635.703125,1853.8173828125,15.767827987670898,35.12415313720703,0.19,,2.05,,0.75,
2022-07-01,421.0718994140625,63.99299621582031,67.71759033203125,31.00526237487793,30.64706420898437,131.9618377685547,219.90573120117188,116.47268676757812,26.17814826965332,15.064970970153809,9.13218593597412,51896.9609375,1812.6214599609373,15.946578025817873,35.2371826171875,-0.81,,-1.43,,-1.39,
2022-07-04,408.5371398925781,63.56351089477539,65.32392120361328,29.02123641967773,30.64706420898437,134.6733856201172,219.90573120117188,116.920654296875,25.708934783935547,14.687849044799805,9.013716697692873,52728.0546875,1819.8914794921875,14.525964736938477,34.22932434082031,-1.79,,-2.5,,-1.3,
2022-07-06,404.3589477539063,62.79043960571289,63.77961349487305,27.93197059631348,30.203548431396484,133.317626953125,219.0044708251953,114.23283386230467,26.09016990661621,14.787091255187988,8.974224090576172,52081.6484375,1846.547607421875,14.563596725463867,34.558990478515625,1.91,,0.13,,0.11,
2022-07-07,424.7858581542969,64.07888793945312,64.78341674804688,28.710018157958984,30.602712631225582,141.45223999023438,226.6651153564453,120.05646514892578,25.708934783935547,15.045120239257812,8.974224090576172,53743.83203125,1868.35693359375,14.63886260986328,34.841575622558594,-1.46,,1.74,,0.0,
2022-07-08,433.60650634765625,65.36734771728516,66.71379089355469,29.25465583801269,33.04206085205078,142.35609436035156,236.12828063964844,120.95240020751952,25.611183166503903,14.945879936218262,9.003843307495117,54205.55078125,1885.3201904296875,15.41972541809082,35.924774169921875,-0.38,,-0.66,,0.33,
2022-07-11,428.9640502929688,65.10964965820312,66.55936431884766,29.25465583801269,32.465484619140625,138.28878784179688,223.9613800048828,120.05646514892578,24.82916259765625,15.035196304321287,8.78664493560791,54297.8828125,1882.8968505859373,15.645514488220217,35.78349304199219,-3.05,,0.6,,-2.41,
2022-07-12,417.3578796386719,63.391719818115234,65.01506042480469,28.08757781982422,30.91317749023437,134.22146606445312,214.9488220214844,112.888916015625,24.350173950195312,14.955802917480469,8.529956817626953,53651.48828125,1827.1611328125,15.391504287719728,35.03937530517578,-1.93,,-0.53,,-2.92,
2022-07-13,436.8562316894531,65.45323181152344,65.86443328857422,28.32099342346192,31.711509704589844,135.12530517578125,218.1032257080078,115.12876892089844,24.31107521057129,14.787091255187988,8.539828300476074,53559.140625,1836.854248046875,15.391504287719728,35.048797607421875,-0.16,,-1.13,,0.12,
2022-07-14,441.0344543457031,67.34296417236328,67.02265930175781,28.98233222961425,32.155025482177734,138.74070739746094,222.60948181152344,119.60848236083984,24.4293270111084,14.797016143798828,8.520084381103516,53097.4296875,1868.35693359375,15.485580444335938,35.048797607421875,-0.32,,0.07,,-0.23,
2022-07-15,457.28314208984375,68.03013610839844,67.94923400878906,29.56587028503418,33.30816650390625,144.6310577392578,228.46762084960932,119.60848236083984,24.025293350219727,14.300804138183594,8.371994018554688,55406.00390625,1880.473388671875,15.946578025817873,35.51976013183594,-1.65,,-3.35,,-1.74,
2022-07-19,455.890380859375,70.95061492919922,71.26947784423828,31.00526237487793,34.239559173583984,151.562255859375,228.0170135498047,120.50443267822266,24.803800582885746,16.275724411010742,8.707663536071777,56237.09765625,1899.8599853515625,16.20058822631836,36.46167755126953,0.36,,5.74,,1.03,
2022-07-20,459.60443115234375,71.63780212402344,71.11504364013672,31.58880043029785,35.126590728759766,157.56930541992188,240.18389892578125,124.08820343017578,24.88263511657715,16.0176944732666,8.737282752990723,55867.7265625,1955.595458984375,17.26369285583496,37.88397216796875,0.32,,-1.59,,0.34,
2022-07-21,465.17529296875,73.61341857910156,71.26947784423828,32.134883880615234,35.880577087402344,164.03843688964844,254.15333557128903,129.91183471679688,24.92205238342285,15.848983764648438,8.766899108886719,57068.19140625,1943.4791259765625,17.743505477905273,38.204219818115234,0.16,,-1.05,,0.34,
2022-07-22,467.0323486328125,73.1839370727539,70.96062469482422,32.512943267822266,35.614463806152344,163.5763397216797,250.9989624023437,129.91183471679688,24.498306274414062,15.92837619781494,8.65830135345459,56606.47265625,1958.0189208984373,18.101009368896484,38.25131607055664,-1.7,,0.5,,-1.24,
2022-07-25,463.7825317382813,72.6685562133789,70.26568603515625,32.344913482666016,35.17094802856445,162.65219116210938,245.1407928466797,130.8077850341797,24.094274520874023,14.826787948608398,8.48059368133545,56421.79296875,1933.7861328125,17.71528434753418,36.9232177734375,-1.65,,-6.92,,-2.05,
2022-07-26,459.60443115234375,71.8954849243164,69.10746002197266,31.840839385986328,33.973445892333984,157.1072235107422,229.36886596679688,126.77603149414062,24.4293270111084,14.926031112670898,8.529956817626953,56975.84375,1921.66943359375,17.61178970336914,36.88554000854492,1.39,,0.67,,0.58,
2022-07-27,466.1038208007813,73.09803771972656,69.87960052490234,32.55494689941406,34.949188232421875,165.88674926757812,237.48016357421875,133.49560546875,23.92674827575684,14.955802917480469,8.460847854614258,57068.19140625,1967.7120361328125,17.348373413085938,36.6971549987793,-2.06,,0.2,,-0.81,
2022-07-28,465.17529296875,75.41725158691406,69.80239868164062,32.84899139404297,35.39270782470703,149.71395874023438,214.9488220214844,120.43716430664062,25.227542877197266,16.454362869262695,8.895243644714355,57160.53515625,1921.66943359375,18.11982727050781,37.84629440307617,5.44,,10.02,up_limit,5.13,
2022-07-29,472.603271484375,74.2146987915039,71.3053207397461,32.97500991821289,36.50149917602539,146.47938537597656,216.7513427734375,125.5130615234375,24.853071212768555,16.365041732788086,8.74715518951416,56698.81640625,1887.7432861328125,18.5714111328125,37.403594970703125,-1.48,,-0.54,,-1.66,
2022-08-01,467.960693359375,74.12879943847656,70.8043441772461,32.89099884033203,36.54584884643555,143.24481201171875,219.45509338378903,123.66727447509766,24.853071212768555,16.196331024169922,8.826133728027344,56606.47265625,1955.595458984375,18.9759521484375,34.20106887817383,0.0,,-1.03,,0.9,
2022-08-02,456.81884765625,72.5826644897461,70.7208480834961,32.80698776245117,35.481407165527344,136.7757110595703,214.4982147216797,119.97571563720705,23.739511489868164,15.888680458068848,8.628682136535645,56975.84375,1938.632568359375,19.25819206237793,34.813316345214844,-4.48,,-1.9,,-2.24,
2022-08-03,465.17529296875,73.87110900878906,70.8878402709961,33.14303970336914,36.191036224365234,136.31362915039062,210.8931884765625,114.4383773803711,24.449033737182617,16.49405860900879,8.776772499084473,56606.47265625,2025.8709716796875,20.77288055419922,33.91848373413086,2.99,,3.81,,1.72,
2022-08-04,464.2468566894531,75.07366943359375,70.8043441772461,33.2690544128418,36.36844253540039,134.92738342285156,211.3438262939453,111.6697006225586,25.9173583984375,16.920801162719727,9.201294898986816,56791.1640625,2113.109375,21.356178283691406,34.398868560791016,6.01,,2.59,,4.84,
2022-08-05,479.1026611328125,75.76083374023438,71.8062973022461,33.605106353759766,36.81195831298828,139.0861053466797,219.90573120117188,116.74559783935548,28.14447784423828,18.61784172058105,10.119450569152832,56791.1640625,2132.49560546875,21.66664695739746,33.92791748046875,8.59,up_touch,10.03,up_limit,9.98,up_limit
2022-08-08,475.38873291015625,75.5031509399414,72.3907470703125,32.512943267822266,38.586029052734375,141.39651489257812,222.1588592529297,119.05281829833984,28.43025779724121,20.48359680175781,10.386012077331545,56144.76171875,2132.49560546875,21.30913734436035,33.67102813720703,1.02,,10.02,up_limit,2.63,
2022-08-09,473.53173828125,75.33135223388672,71.88977813720703,31.29475212097168,38.586029052734375,142.32066345214844,224.4119873046875,119.51426696777344,29.120073318481445,22.52798652648925,10.919135093688965,55406.00390625,2132.49560546875,21.036306381225582,33.66151428222656,2.43,,9.98,up_limit,5.13,
2022-08-10,464.2468566894531,74.7300796508789,71.38880920410156,30.79068183898925,38.14250946044922,138.6240234375,221.2576141357422,115.8227081298828,28.11491584777832,22.428741455078125,10.603208541870115,54574.91015625,2088.876220703125,19.54984474182129,32.84328842163086,-3.45,,-0.44,,-2.89,
2022-08-12,480.0312805175781,76.87749481201172,72.80824279785156,31.672815322875977,39.11825180053711,146.01730346679688,235.6776733398437,120.89859771728516,28.578075408935547,22.91502952575684,10.543973922729492,55590.69140625,2171.268310546875,20.622358322143555,33.86131286621094,-0.48,,2.17,,-2.2,
2022-08-16,487.4590759277344,77.90824890136719,72.64125061035156,31.966856002807617,40.44880294799805,150.176025390625,249.6470947265625,123.66727447509766,27.878406524658203,22.38904571533203,10.316903114318848,56329.4453125,2251.237060546875,21.139793395996094,34.574886322021484,-0.7,,1.85,,0.67,
2022-08-17,489.3161315917969,77.82235717773438,72.55775451660156,31.71482276916504,40.67056274414063,146.94146728515625,250.54835510253903,122.744384765625,27.760149002075195,22.111167907714844,10.257668495178224,55775.3828125,2273.047119140625,21.233875274658203,34.43217086791992,-0.42,,-1.24,,-0.57,
2022-08-18,482.8166198730469,76.79159545898438,71.6393051147461,31.462779998779297,40.49315643310547,147.86561584472656,253.7027282714844,123.66727447509766,27.996660232543945,21.09889793395996,10.218177795410156,56791.1640625,2287.58642578125,20.51886940002441,34.042076110839844,0.85,,-4.58,,-0.38,
2022-08-19,481.8882141113281,77.30697631835938,73.3927001953125,32.09287643432617,40.53750991821289,151.10018920898438,265.86962890625,126.43594360351562,26.745136260986328,20.027080535888672,9.981233596801758,56237.09765625,2304.549560546875,20.80110549926757,34.441688537597656,-4.47,,-5.08,,-2.32,
2022-08-22,475.38873291015625,76.2762222290039,73.22571563720703,32.344913482666016,39.78352737426758,152.02435302734375,264.9683837890625,127.35883331298828,26.5677547454834,20.0965518951416,10.010852813720703,55406.00390625,2219.734130859375,20.622358322143555,33.66151428222656,-0.66,,0.35,,0.3,
2022-08-23,467.960693359375,74.38648223876953,72.22377014160156,31.58880424499512,39.47306442260742,142.78274536132812,246.94332885742188,118.59137725830078,26.06517791748047,20.037004470825195,10.020724296569824,54574.91015625,2173.69140625,19.709779739379883,32.19631576538086,-1.89,,-0.3,,0.1,
2022-08-24,467.0323486328125,74.04290008544922,72.47425842285156,31.546798706054688,39.47306442260742,142.78274536132812,243.3383026123047,115.8227081298828,25.06001663208008,18.826250076293945,9.556711196899414,54482.57421875,2168.84521484375,19.926164627075195,32.300968170166016,-3.86,,-6.04,,-4.63,
2022-08-25,471.6747131347656,74.2146987915039,72.47425842285156,31.58880424499512,40.8923225402832,142.78274536132812,248.745834350586,119.05281829833984,24.862924575805664,18.94534111022949,9.507347106933594,55128.98046875,2154.3056640625,19.916751861572266,32.21534729003906,-0.79,,0.63,,-0.52,
2022-08-26,475.38873291015625,75.15955352783203,72.89173126220703,31.7988338470459,40.40444946289063,144.6310577392578,250.54835510253903,117.20704650878906,24.577146530151367,18.578144073486328,9.408620834350586,55406.00390625,2147.035400390625,20.63176345825196,33.1953125,-1.15,,-1.94,,-1.04,
2022-08-29,462.8540649414063,72.49676513671875,71.05482482910156,31.29475212097168,39.73917770385742,140.01026916503906,240.18389892578125,112.13115692138672,24.311073303222656,18.44912910461425,9.33951187133789,54113.20703125,2059.797119140625,19.63451194763184,31.739633560180664,-1.08,,-0.69,,-0.73,
2022-08-30,460.5328369140625,72.6685562133789,71.38880920410156,31.126728057861328,39.87223434448242,141.39651489257812,241.08517456054688,113.05403900146484,24.5377254486084,18.290342330932617,9.36913013458252,54297.8828125,2144.6123046875,19.512210845947266,31.34002685546875,0.93,,-0.86,,0.32,
2022-08-31,468.8892822265625,73.35572814941406,71.3053207397461,31.378767013549805,40.6262092590332,140.01026916503906,243.78895568847656,113.5154800415039,24.4293270111084,18.43920516967773,9.47772979736328,55128.98046875,2171.268310546875,19.10766792297364,30.693058013916016,-0.44,,0.81,,1.16,
2022-09-01,455.4261169433594,72.0672836303711,70.8043441772461,30.91670036315918,40.27140045166016,127.53411102294922,220.3563690185547,102.90225219726562,24.271652221679688,17.605571746826172,9.329639434814451,53928.51171875,2059.797119140625,18.938322067260746,30.36957359313965,-0.65,,-4.52,,-1.56,
2022-09-02,450.3194274902344,71.0365219116211,70.4703598022461,30.58064842224121,40.44880294799805,127.9961929321289,219.0044708251953,102.90225219726562,24.518016815185547,18.03231239318848,9.517220497131348,53097.4296875,2050.103515625,18.420881271362305,30.217344284057617,1.02,,2.42,,2.01,
2022-09-05,451.2479248046875,70.69293212890625,68.9674301147461,30.41261863708496,38.586029052734375,127.53411102294922,223.06011962890625,102.90225219726562,24.14354705810547,17.952919006347656,9.47772979736328,52728.0546875,2062.220458984375,18.09075736999512,29.70357322692871,-1.53,,-0.44,,-0.41,
2022-09-07,438.7131958007813,68.88910675048828,67.46451568603516,29.740522384643555,37.8320541381836,128.45826721191406,218.1032257080078,100.13357543945312,24.862924575805664,18.58806800842285,9.67518138885498,51712.27734375,2096.146484375,17.7889347076416,28.88534927368164,1.86,,1.9,,1.55,
2022-09-08,441.0344543457031,70.5211410522461,68.04898834228516,30.244598388671875,40.803619384765625,128.92034912109375,218.1032257080078,102.90225219726562,24.68554306030273,17.88344955444336,9.428366661071776,51342.8984375,2178.53857421875,17.760637283325195,29.161264419555664,-0.71,,-3.79,,-2.55,
2022-09-13,457.7473754882813,73.78520965576172,68.71695709228516,30.41261863708496,41.42454147338867,128.45826721191406,216.3007202148437,102.90225219726562,24.66583633422852,18.151403427124023,9.379003524780272,53651.48828125,2236.697509765625,18.449180603027344,30.02705764770508,-0.2,,-0.44,,-0.73,
2022-09-14,445.6769104003906,71.0365219116211,67.54801177978516,29.90854454040528,41.51324462890625,125.22371673583984,206.8375396728516,101.05647277832033,24.38005447387696,18.45905303955078,9.122314453125,52451.01953125,2171.268310546875,17.279600143432617,27.86731719970703,-1.16,,1.69,,-2.74,
2022-09-15,444.9765930175781,71.46599578857422,67.38101959228516,29.78252601623535,40.8923225402832,122.9132843017578,205.48570251464844,99.67213439941406,23.90703773498535,18.04223823547364,8.895243644714355,51712.27734375,2195.501708984375,17.44937515258789,27.76266288757324,-1.94,,-2.26,,-2.49,
2022-09-16,440.7742309570313,71.8095932006836,68.04898834228516,29.78252601623535,39.91658401489258,120.14081573486328,199.6275329589844,97.36490631103516,23.23693084716797,17.863601684570312,8.687918663024902,51896.9609375,2144.6123046875,17.0532283782959,27.439180374145508,-2.8,,-0.99,,-2.33,
2022-09-20,444.9765930175781,73.35572814941406,67.04704284667969,29.362462997436523,39.07390213012695,119.21665954589844,198.72628784179688,96.9034652709961,22.645660400390625,16.781862258911133,8.628682136535645,51527.59765625,2183.385009765625,17.317325592041016,28.010034561157227,0.52,,-0.06,,0.46,
2022-09-21,439.8403625488281,72.9262466430664,67.13053131103516,29.19443702697754,38.319923400878906,117.8304214477539,194.670639038086,95.05767822265624,22.58653259277344,16.831480026245117,8.638555526733398,51065.87109375,2154.3056640625,17.10038948059082,27.553346633911133,-0.26,,0.3,,0.11,
2022-09-22,433.7704162597656,72.6685562133789,67.21402740478516,29.026412963867188,38.852142333984375,114.59585571289062,186.55935668945312,92.28900909423828,22.60624313354492,16.692543029785156,8.57931900024414,50234.78125,2127.64892578125,16.987205505371094,27.08714485168457,0.09,,-0.83,,-0.69,
2022-09-26,416.9612426757813,69.83396911621094,65.87809753417969,26.7160587310791,36.0579833984375,109.05089569091795,173.9418182373047,85.45962524414062,21.640501022338867,15.93830108642578,8.23377799987793,49773.05859375,2069.490234375,16.100584030151367,26.183290481567383,-1.7,,-1.83,,-1.65,
2022-09-27,418.3619995117188,69.66217041015625,65.96158599853516,26.7160587310791,36.723262786865234,114.13378143310548,180.25059509277344,89.24346160888672,22.074098587036133,16.285648345947266,8.371994018554688,50050.1015625,2113.109375,15.798757553100586,25.660005569458008,2.0,,2.18,,1.68,
2022-09-28,409.0235900878906,67.17117309570312,65.54412078857422,26.12797164916992,34.949188232421875,106.2784194946289,168.5343017578125,84.90589141845703,21.38428497314453,15.55125617980957,8.036325454711914,48849.63671875,2042.8341064453125,15.779895782470703,25.583890914916992,-3.12,,-4.51,,-4.01,
2022-09-29,406.2219848632813,67.77244567871094,64.70915985107422,26.21198463439941,36.27974319458008,104.43009948730467,167.633056640625,83.33697509765625,21.325157165527344,15.392468452453612,8.036325454711914,48906.3515625,2045.2750244140625,15.88364601135254,25.81223487854004,-0.28,,-1.02,,0.0,
2022-09-30,394.08209228515625,68.80320739746094,64.37516784667969,25.87593460083008,37.07807159423828,108.5888214111328,170.33682250976562,85.82877349853516,21.118213653564453,14.965726852416992,7.996833801269531,49371.2421875,1933.0042724609373,15.638412475585938,25.09866523742676,-0.97,,-2.77,,-0.49,
2022-10-11,374.938232421875,64.07888793945312,60.951847076416016,25.455867767333984,36.36844253540039,103.50593566894533,168.98492431640625,85.3673324584961,20.33970642089844,14.102319717407228,7.83887243270874,51509.734375,2035.5118408203125,16.364681243896484,23.97597885131836,0.49,,-1.32,,1.66,
2022-10-12,371.2028503417969,62.87633895874024,58.44698333740234,25.371856689453125,35.614463806152344,104.43009948730467,170.33682250976562,87.95143127441406,21.009809494018555,14.638228416442873,8.164669036865234,51881.6484375,1952.5294189453125,16.364681243896484,23.82375144958496,3.29,,3.8,,4.16,
2022-10-13,368.86822509765625,62.18916320800781,58.53047180175781,24.95178985595703,34.150856018066406,99.34722137451172,160.4230499267578,83.52156066894531,20.99995803833008,14.668001174926758,8.144923210144043,51323.7734375,1976.9361572265625,16.100584030151367,24.09966468811035,-0.05,,0.2,,-0.24,
2022-10-14,384.7436218261719,65.10964965820312,59.94990539550781,26.169979095458984,36.102333068847656,109.05089569091795,176.19496154785156,91.82756042480467,21.47297477722168,15.035196304321287,8.283141136169434,52346.5390625,2030.6307373046875,16.807992935180664,25.13672065734864,2.25,,2.5,,1.7,
2022-10-17,370.7359313964844,65.45323181152344,59.53243255615234,25.959943771362305,36.23538589477539,110.43714141845705,175.7443389892578,95.51912689208984,21.78831672668457,15.203908920288086,8.381867408752441,52625.46484375,2020.8682861328125,16.25149917602539,24.65149307250977,1.47,,1.12,,1.19,
2022-10-18,380.0743713378906,65.36734771728516,59.94990539550781,26.46402359008789,35.614463806152344,111.82337951660156,181.15185546875,94.59622955322266,21.49268341064453,14.985576629638672,8.312758445739746,52532.4765625,2086.76611328125,16.789125442504883,25.13672065734864,-1.36,,-1.44,,-0.82,
2022-10-19,369.335205078125,64.33658599853516,59.28194046020508,26.04395866394043,34.86048126220703,113.2096176147461,184.75686645507807,94.1347885131836,21.246320724487305,14.707697868347168,8.223904609680176,51881.6484375,2028.190185546875,17.0532283782959,24.61343574523925,-1.15,,-1.85,,-1.07,
2022-10-20,371.2028503417969,65.28144836425781,59.78291320800781,27.13612365722656,34.46131896972656,107.66465759277344,179.7999725341797,92.75045776367188,22.25148200988769,16.176483154296875,8.766899108886719,51602.70703125,1986.69873046875,17.32676124572754,24.737119674682617,4.73,,9.99,up_limit,6.6,
2022-10-21,363.7320861816406,65.53913879394531,59.69941711425781,26.59004211425781,34.32826232910156,107.66465759277344,175.7443389892578,92.28900909423828,21.93613624572754,16.176483154296875,8.599065780639648,51974.609375,2045.2750244140625,17.4022159576416,24.813236236572266,-1.42,,0.0,,-1.91,
2022-10-24,361.3974914550781,66.74168395996094,60.45087814331055,26.88408660888672,35.21529769897461,112.74754333496094,187.009994506836,94.59622955322266,21.63064765930176,16.404739379882812,8.539828300476074,53462.265625,2118.494873046875,18.288833618164062,25.660005569458008,-1.39,,1.41,,-0.69,
2022-10-25,346.4560546875,66.39810180664062,60.03340148925781,26.46402359008789,35.25965118408203,112.28546142578124,186.55935668945312,96.4420166015625,21.315303802490234,15.829133987426758,8.490466117858887,53648.2109375,2152.66357421875,18.54349899291992,25.859806060791016,-1.46,,-3.51,,-0.58,
