date,2330.TW,3711.TW,6239.TW,2449.TW,3264.TWO,3037.TW,8046.TW,3189.TW,600584.SS,002156.SZ,002185.SZ,005930.KS,4062.T,AMKR,INTC
2021-03-22,-0.07256305420241703,-0.04983580159629519,0.02597296032646429,0.0502387207062167,-0.021408716104606026,-0.07014012302867895,0.10799732624347591,0.05166761193678532,-0.20975114748860998,-0.2875226916665766,-0.15199752416900647,0.017669752686541,0.026581998343005994,-0.029896633024467642,0.0777800143274718
2021-03-23,-0.06303833966415481,-0.019555887263878857,0.01195504264734519,0.0676302623276455,0.005283335668798406,-0.07108072379295088,0.09345337508515411,0.02008178078811243,-0.2195270593942611,-0.30706998029131194,-0.15659233188134714,0.004800046212996123,0.008733598999003195,0.005145276732997861,0.10621909567695921
2021-03-24,-0.07750492581422751,-0.002321589523949341,0.025329987439118212,0.0677304510344906,-0.008833250672070983,-0.09963236457250335,0.1562357199696151,0.004120189958597947,-0.2015032157539391,-0.2795400325835703,-0.14675227746814445,0.013059959120325454,0.0636079465686063,-0.10109657562217213,0.06367479910668591
2021-03-25,-0.06985108781750468,0.009444013030387555,0.004601437488196025,0.05088121017662253,0.0006335020071323583,-0.1120830522746662,0.08452000252164715,-0.024278895070319134,-0.23065888602428003,-0.304253693523074,-0.18294933418062753,-0.0003601503625006164,0.13991791130418513,-0.1282359928953834,0.018112758197724843
2021-03-26,-0.06048371525442739,0.004270133310829344,0.004089624918176021,0.008932200460367218,0.02098715904163545,-0.05254270033969044,0.10096895897123809,0.03863744471785893,-0.16892920408330456,-0.2508497533192753,-0.14937839214846965,-0.03663920947811533,0.09599162735667754,-0.12066855713394091,-0.01602848804407636
2021-03-29,-0.039737570404869804,0.0195704347154467,-0.002647157031880315,-0.001282173348819915,-0.033295894605589876,-0.11447322923007167,0.07248525457836352,0.012562362974016889,-0.20787787291469587,-0.2650656720249597,-0.16326442256254536,-0.04317525989322396,0.08979391104795972,-0.05421245055360782,0.032918565006385514
2021-03-30,-0.05323312427613017,0.008672220637432088,-0.0035173532966071633,0.005611390160801422,-0.04072114520329653,-0.07084518977516224,0.16418854815299777,0.08226167833405754,-0.19629536378526297,-0.2525303608817818,-0.1718217183109938,-0.04987367480301799,0.06355091582835007,-0.14363426698776435,-0.01198187027116851
2021-03-31,-0.06727113185059305,-0.008780608252889677,0.025209390765340053,0.03504417099225325,-0.008988280259964315,-0.016716036373014054,0.21928047323068306,0.18326765208694196,-0.1901917288516889,-0.2581186965142754,-0.13653873412395579,-0.04045040558965485,0.0777155848294308,-0.013442675402428134,0.02703968296720191
2021-04-01,-0.03519957115766614,0.0018129336290744202,0.0026415486048004602,0.03869517266246664,-0.011568123119392315,-0.052886058717565465,0.1918427734554407,0.13318711125598737,-0.18080948950427964,-0.23949882619024038,-0.12323060366229749,-0.030465528156505106,0.09901220935255192,0.022605902713650983,0.025257900484872697
2021-04-07,-0.03984259980631001,0.03025851171334959,0.07044900995180498,0.04747942455706656,0.0030365772222858967,-0.056602699320316086,0.08464653491058188,0.17418113683323883,-0.18643463161049634,-0.26455036031977014,-0.13940952929642575,-0.049324521955667056,0.10664016648955173,0.04532416530196151,0.01913547196727511
2021-04-08,-0.03873388134901043,0.01656691383771286,0.04573368886232618,0.05856604574788654,0.009066735617870067,-0.03810057157018515,0.10604267607019591,0.1269439401020432,-0.1717889539545077,-0.258091587084084,-0.14409031890156682,-0.06747683651946429,0.13225580597830663,-0.00833021241208469,-0.01968205663222622
2021-04-09,-0.03224532858023779,0.04214882827547789,0.04762496922482459,0.055419202776731166,0.034187548242561885,-0.004006986323978445,0.14010567030094245,0.16191399065193554,-0.11344423677824839,-0.15834647021251286,-0.08720206551707188,-0.06683948178680196,0.15082451927565768,0.04489007905597534,0.013447656638636396
2021-04-12,-0.04047571309484589,0.04995932972053635,0.055455300090754375,0.032713677057699134,0.01640143193922078,-0.04777796630432507,0.07256686253125999,0.10780165252060352,-0.13098115679423722,-0.12407888902758074,-0.06915443709930313,-0.06211780634192479,0.10426054604365688,-0.026077549573166367,-0.011352299376375649
2021-04-13,-0.041615005240429825,0.029881001242598848,0.036753830042632246,0.011994146116854024,-0.016714582892181848,-0.09329863513326797,0.04903669947581679,0.0855550526986266,-0.1595679758301422,-0.1490655415223261,-0.08216148783042354,-0.04729261429185411,0.10140745156988826,-0.00517090404225809,-0.02851543915607066
2021-04-14,-0.03606254684652696,0.009633582284370612,0.030446823457706634,0.019157443841733582,-0.04141637427343167,-0.08158644383635472,0.04051859690276449,0.058423730897810444,-0.12684989767078886,-0.12074025029514468,-0.041981519540911005,-0.05477573882026543,0.09584934747440904,-0.0659118232629802,-0.04608387603207301
